listing_id,review,label
8289268,Amelie's apartment was accurately described. We were very comfortable.  The neighborhood was perfect. Everything was within walking distance. Thanks for being a great host.,B
14949361,Great location! There are a lot of restaurants around the apartment and it's near the centre. Katia and Sebastian have been friendly and very easy to reach in case we had any problem.,B
24485163,"I had a great stay, Lucile was attentive.The location is top.I recommend .",B
8462258,"Margaux's apartment is well located, very pleasant for a stay in Paris.
The apartment is very clean.Margaux is available if you have any questions and she gives excellent advice.
I recommend without hesitation!",B
15815697,"Although located in a shopping district and very well served by public transport, Dominique's apartment is very quiet: it overlooks a wooded courtyard.It has a clear view, it is very functional, well decorated and impeccable cleanliness.I had a great stay there and I highly recommend it!",A
26164370,"Amandine’s place was even better than we expected from the pictures! They were very accommodating when we asked to check in early. The apartment was clean and perfect for our two week trip! I highly recommend it, especially in the fall!",B
5687285,"Location is great! Not a very clean place. There's a bad mold smell as you walk in and because there is no window screens bugs can go right in when you try to air out the room.
Don't think I will stay here again.",B
21726168,I had a lovely stay at Stephanie’s place in Le Marais. It is a very stylish place with interesting books and plants. The view from the attic windows is also fantastic. Stephanie is friendly and very quick to respond to my questions (even at a different time zone). I recommend this place to any travelers who wish to have a local taste in one of the most touristy cities in the world.,A
7175367,"Hello Xianglu and everybody,
We spent very nice, exactly splendend
time in Paris. Thank You for your apartment. We have had everything we was need. The position of your apartment is very good ..markets, metro station, bars. I hope that we will see again soon.",B
8954359,Pierre had everything well planned and organized and we had a very smooth stay at his place even though we never met him. The house is located in a nice safe area and gave us a flavor of what it's like to actually live in Paris!,B
12218672,"Malika’s apartment was very walkable to multiple metro lines, and it faced away from the street so was very quiet even with the windows open. The space itself was small but very stylish and comfortable, perfect for one person or a couple. As expected, it did not have air conditioning or a fan, but stayed cool all except one day when the weather got unusually hot. Malika was a wonderful host and gave us several recommendations for things nearby. Very easy checkin process to meet her at the apartment, and she was very accommodating even when we were late!",A
13698157,It is a perfect choice to discover Paris. Totally recommend.,C
40646480,"Frédérique’s home was beautiful and cozy. The neighborhood was very walkable and she gave us lots of great recommendations for restaurants, cafés , and boulangeries. It was the perfect spot for our stay!",B
28929011,"Very bright and spacious apartment and above all well located in Paris near many nice small places.
Easy and effective exchanges with consistency.",C
20684017,Staying at Sandra's apartment was the single best Airbnb experience I have ever had. This is a charming apartment in a fabulous location. Sandra is a delightful host who is very attentive and thoughtful.  My wife and I felt very fortunate to have had the opportunity to stay here. We hated to leave and now dream of returning!,B
13217410,"We had a wonderful second stay in Dominique’s lovely apartment.
It’s a treat . 
To be able to buy all the cheese , bread, pate your heart desires and to eat them in her pretty dining room with a view of paris rooftops .
It has easy access to 3 different metro lines and the added bonus of a tiny elevator.
Thank you again
Mitzi",B
16515892,"Nolwenn's apartment is a real cocoon with a superb decoration, very good tea, interesting readings, good advice on visits to do and restaurants in the neighborhood and a very friendly neighbor to welcome you!
I highly recommend!",A
29108950,The location is perfect. It is very clean and safe. Everything is great! There is only one small problem that it does not have a hairdryer.,B
25702521,Great place and location. Minutes away from the metro and easily located. Recommend for anyone or a small family. Would stay again.,B
12383740,"Great apartment, great location and great host.  Severine was responded to questions very quickly and had many helpful recommendations.  A bit of a walk from the metro, but not too much for most people.  Plenty of amenities in area but not too touristy.",B
634680,"it was great... good location, nice place and Cyril is very helpful ",C
9057175,"Small apartment with the paris charm, comfortable bed. Next to the public transport, very sweet and friendly host.",B
4956549,Great welcome for a great stay in the heart of the Batignolles!I highly recommend !,B
18895545,It was such a charming stay at Thomas’s place. Highly recommend.,C
16219495,Super location.Very clean and well located apartment,C
23985190,"Helene’s apartment is perfect for a little getaway to Paris, close to the highway but also more than easy to reach by public transport with the metro right in front of the house. The house itself  is beautiful and the apartment carefully furnished, well-equipped and tasteful decorated. I would even love to live there myself!",B
26439588,Location is absolutely awesome! Great neighborhood with lots happening. Camille’s touches in the home is the cherry on top. Amenities are top of the range. Spacious and warm. Would recommend for sure.,B
23758697,"meets my expectations, apartment very well located.",C
26439588,"Amazing apartment , me and my boyfrined stayed here for 10 days and it was just perfect 
colorful and pulsing neighborhood in the heart of montmarte the area we ended up loving the most lots of shops and resturants and people and beautiful scenes
 very parisian.
 literally one minute away from metro and close to evrything 
the apartment itself is so beautiful well kept and comfortable.
host was very very kind and had solutions to all problems with landing late at night  
in fact when i go back to paris i'm gonna try to go back to this apartment if possible . thank you Camille xoxo",A
4603069,"Simons place was absolutely perfect for us. He was an awesome host, helped us with our bags, showed us around and left us a bottle of rosé. We felt right at home and were so sad to leave. The views were absolutely stunning. I highly recommend and will be back!!",B
4838761,"Lovely appartement and nice, very organized hosts, thanks for letting my parents stay over! The staircase was a bit of a challenge to take daily, given that they have a certain age, but we called those walks digestive, quite welcome after late, heavy familly dinners ;)",B
27078932,It was perfect,C
5555235,"Our stay in Paris in this apartment was excellent.The house has the characteristic of having an incredible panorama being on the 26th floor and is extraordinarily bright, airy, clean, very close to bus lines and metro with which the center is reached in a short time.The bed is very comfortable.We did not take advantage of the kitchen but our host had made available to us what we wanted.The neighborhood was also a beautiful discovery for us, the 13th Arrondisment is lively (and full of particular murals!).Another pleasant opportunity: the check out from the house has been completely flexible!Returning to Paris I would choose Servane's house again.Thank you!",A
15371571,Charming apartment and easy communication with Margot,C
1331323,"A pretty, clean apartment where life is good.A welcoming and friendly host.",C
27131217,Great place with some lovely grocery stores nearby. Also close to any trains & buses we needed.,C
6271101,"Overall: Disappointing.  My wife and I stayed in Sidney's flat for two weeks while we eloped in Paris.  Nothing was terrible - no horror stories - but we were disappointed with our stay, the listing, and the follow through.  Here is the pro/con list:

Pro:
- Sidney's partner Max was wonderful.  He helped carry our bags up to the sixth floor when we first arrived.  He sent a number of text messages throughout our stay and did his best to address our concerns.
- The location is fantastic.  Plenty of cafes, shops, and sites within walking distance.  Very safe, very fun.
- Lots of natural light.
- Comfortable bed.

Con:
Since we were living here for two weeks, we needed four things - a washer, AC, wifi, and a kitchen.
- The washer doesn't work.  We were told that the washer didn't work after we checked in via text message.
- There is no AC.  When we asked about it, we were told it was an old building and there is not any.  Max did try and find a portable unit 10 days into our stay but was unsuccessful.
- The wifi is spotty.  It wasn't unbearable but it would go out for hours at a time.
- The hotplates are broken.  Portable hotplates were provided but the unit took up the only counter space available as it is a small kitchen.
- We never met or communicated with Sidney.  Max was fantastic but we found it strange to never communicate with the listed host.  
- Some essentials were missing.  The towels, sheets, and toilet paper were abundant but all of the soap containers (shower, hand, dish) were empty.  Cleaning supplies were also empty (paper towels, general cleaning solvent).

Overall, we were disappointed.  The flat is not as advertised and would have never come up in our search had the description been accurate.  For the price, we could have stayed in a place with all of the items we needed for a good trip.  We made do, and if you don't need a washer, AC, wifi, kitchen, and/or essentials, then this place is great.  But if you do need those items, I strongly advise you communicate with Sidney or Max with your precise needs, even if they are listed, before paying.  ",A
5668795,"Great apartment, brand new, tastefully decorated, excellent bed... ",C
24280437,Victoire was available for us throughout our stay.She was able to adapt to our requests and our schedules for outputs and entries.His apartment is very cocooning we felt there as at home!Thank you again Victoire we had a great stay!,B
22398948,"Super nice apartment, had everything I needed! Very close to the métro",B
7190589,"Modern studio very pleasant and very well located.I had a great stay.Julien is a sympathetic trèa person, even if he was not present in Paris during my stay, he was always available if necessary.I highly recommend !",B
4920962,"We had a wonderful time at this apartment! Pierre is a great host and did everything he could to make our stay comfortable and nice from arrival to departure. He always responded quickly by email and phone. We fell in love with the apartment and would definitely stay here again. The apartment looks even better than the pictures. Its hip, spacious and the location is great. When you get out of the door and you look to your left you see the Eiffel tower behind the buildings. ",A
2742834,"Carole was an amazing host, great communication before, during and after the stay. She even left a self written guide book of the area detailing her favorite places to eat and shop. The apartment is true to the photos, clean and a quiet nights sleep. The surrounding area has the Buttes-Chaumont park which is great for a run, Velib station outside building and a 5 min walk to the metro. 

Carole is the best host I've stayed with. If you're looking for a real Parisian apartment, this is the place for you!!",A
10855807,Lidia was a great host! We had an amazing and inspiring (!) weekend in her artistic flat!,C
15982734,Lovely small apartment a delightful stroll from Montmartre. Compact and tidy. Great for a short stay.,B
17739746,"This is such a cool apartment, we had a great time here. They had superb communication with us leading up to our check in and stay, and were available during our stay with any questions we had. It's a fantastic location in a lovely area, with just a short walk to the Metro. And it's just a super cool apartment, we loved staying here. We unpacked our clothes into the ample closet space, got some food and did some cooking in the nice kitchen, and stayed as if we lived there. I'd definitely recommend it for any person or couple looking to stay in central Paris.",A
6298695,"Audrey's flat was so lovely and she was very helpful with recommending things to do in Paris. Bastille is a great area - lots of bars and restaurants and a great vibe! The metro is a five minute walk away and Le Marais is a 15 minute walk with loads of great shopping. 

Would definitely recommend booking this flat!",B
2665694,"Very nice apartment, super clean, ideally located, and very well received by Antoine.I highly recommend !",B
34532014,Everything went very well! Thank you Henry & Fanny!,C
16377620,"M'Hamed Amine was a very gracious host. This place is great, 5-10 minute walk to the Metro Station. It was easy to walk to the eiffel tower and other tourist spots in the area, definitely recommend his place for stay.",B
19819910,"We had a wonderful stay, even if we didn't get to meet Jonathan in person we kept in touch with his girlfriend Oxana who was super nice and eager to respond any of our questions, we enjoyed the cozy apartment which was beautiful, stylish and very practical, I would recommend this place for all those who love to travel and comfortably move to any part of Paris.",B
12816149,"Very nice place near center of the city. For a hole week we did not use the metro,because everything was 20-30 min on foot away.
the place was cleen and had everythink we needed (and more).",B
31203011,"Mariëtta was a great host - responsive and thoughtful. The apartment location is great in the Marais. While small, the apartment is really cute and well-designed.",B
22289904,This is a lovely place to stay. The rooms are clean too. The location is also perfect and close to everything.,B
32778493,"Apartment ideally located in the 11th arrondissement.
If you are afraid of noise, don't fear anything.I found the accommodation as quiet as in my countryside ....
When you cross the door the decoration and the smell are pleasant, you immediately feel good...
The bedding is comfortable, the accommodation is very clean.
A card at our arrival was waiting for us with a superb legend to orient us in the neighborhood and discover nice places ....
Thank you, that allowed us a beautiful parenthesis in our lives, the time of a Parisian we with friends...",A
5666294,"Very maintained accommodation, in accordance with the photos.
Even if we did not have the opportunity to meet Mirdyn we have very good communication, it is very pleasant and accommodating.
I recommend this host without hesitation for a stay in Paris.
Very well located.",B
39376806,"Josephine is a super host, very communicative and accommodating on schedules.She told us about all the good addresses in the neighborhood.Her apartment is very nice, warm, tastefully decorated and perfectly located.The district is alive and has all amenities.We will find it without hesitation for a second.
Thank you Josephine!😁",A
24977084,"The place could have been cleaned a bit more thoroughly. The check-in was a bit confusing (although very nice ultimately). But these are minor aspects. The flat and the neighborhood are great, and I definitely recommend staying there. When I return to Paris, I will certainly try to book it again",A
7317338,"This was a lovely, bright and airy apartment. It was a fantastic place to stay. It is also in an excellent location, surrounded by cafes and shops. It is also within walking distance of many of the main sights in Paris. We had a fantastic time here and would definitely recommend it.",B
29821770,"Great location, large space and very clean. Complete amenities and Antoine was very speedy and accommodating with his replies. Managed to do an early check and late check out, very flexible. Location is in the 2ème and nearby lots of restos and bars.",B
7268645,"Hèléne's house is a small house with personality.It is faithful reflection of the photos.Ideal for a person or two, that are ordered and careful since the apartment is small.You are at home

It has a perfect location to be able to move through Paris by public transport quickly and comfortably.The station is close to the house, and in the neighborhood there are restaurants, supermarkets, pharmacy, bakery ...

Hèléne answers the messages quickly and is always willing to help you.",A
17262805,Well located accommodation.Explanations on equipment and the return of summary keys,C
26164370,we really enjoyed staying at this location close to restaurants shops and metro. I always felt safe even when coming home very late. A+ that it’s very close to the metro.,B
557647,Charming and very bright apartment very well located. No problem to recover and restore the keys.,C
10097775,"Had a lovely stay in Nathalie's place! It has a great location close to good bars & restaurants, it's a spacious apartment that looks onto a quiet courtyard. Perfect for 3 people staying for the weekend! Nathalie was a wonderful host, offering great recommendations for the neighborhood and she was very easy to communicate with to schedule check-in/check-out.",A
19259214,"Theo has been very welcoming and friendly, always reachable o  the phone and flexible on the check-in check-out times, and gave me great tips for local shopping, visits and going out around. Thanks again, N.",C
22729694,"Stay in accordance with our expectations, pleasant apartment and very good communication :)",C
24274063,Comfortable and quiet apartment.Located in a beautiful district and very close to the metro.You will not be disappointed!,B
7015781,"Valérie is nice and helpful, the apartment is located in an excellent well served area.Excellent for a weekend in Paris!",C
19686184,"The apartment is truly incredible, as well as the location. The metro is close by and Montmartre really is one of the most beautiful areas of Paris. The communication with Elena & Yohann was really nice. We felt very welcome. Definitely would recommend staying here!",B
5190949,"Everything about staying at Sora's place was fabulous. Her place is in a fantastic location, and is spacious and comfortable with everything you need (including breakfast!). Love the decor and her fascinating collection of books. We loved meeting Sora, too; she is warm and friendly and made everything easy. Will definitely book again next time I'm in Paris and would highly recommend!",A
18500486,"Very good stay with Alexandre.The apartment is super well located with the Saint Martin canal at the foot and several transport options nearby, in the heart of Paris.It is very spacious, bright and well equipped.A very pleasant stay!Thank you Alexandre.",B
22557322,"A fantastic place to stay in Paris. It's located in a great neighborhood that is about a few minutes walk from a Metro stop so getting in and out of this place without a car was a breeze.

The place itself had fantastic decorations and was clean throughout. We loved the washer and dryer as well as the spacious kitchen. I highly recommend this place for anyone trying to stay in Paris but not in a noisy part of town.

We would definitely stay here again given the opportunity. Props to the host for staying in communication with us the whole way through and for being more than accommodating!",A
19967211,"This is a full-featured apartment, more than we really needed for our short stay, but well located.  One of the quietest places we have stayed, despite being on the same block as some nightclubs!  An advantage of overlooking an enclosed courtyard.",A
22313560,The place is cosy and sweet. It has a very nice style. The communication with Anne-Charlotte was super easy and she seems to be very caring. All in all a good place to stay. Unfortunately the bed is quite uncomfortable and you can tell that the laundry is washed in a smokers place.,A
11559006,Fantastic apartment - Irene was great!,C
19686184,"It is very comfortable, clean, and cozy apartment in Montmartre with everything you need. Literally. Hosts are great and response very fast. I strongly recommend this appartment!",B
33827090,Incredible host and experience! This is why you should use Airbnb!,C
5514927,"Very warm welcome from Gabriel.The apartment is very well arranged, bright, quiet and practical in a lively and pleasant area.thank you for everything!",B
9344307,What a lovely apartment to live in while exploring Paris. Very clean with all the amenities needed for a city vacation. Florence was very easy to communicate with. We very much enjoyed staying here. A highly enjoyable experience!,B
7268645,"I had a great stay at Hélène's. the apartment was exactly as described and very cosy. It was also in a great location, about 5mins from the metro and supermarkets etc. Hélène was great to communicate with, always quick to reply. This place is an excellent base to explore Paris!",B
28476576,"Apparently very warm and tastefully decorated.
Ideally located in the heart of a lively district with many gossip nearby",C
17739746,"A very stylish apartment in an excellent location. Good shops, restaurants and cafes in  easy walking (a few meters) distance but good public transport to go further afield.  Very easy to get there from the RERB Port Royal stop which makes access to Orly and CDG straightforward. The owner used bnbsitter for check in and check out which I found great. Genuinely felt that I could have contacted them at anytime for help.",B
11595640,"Very nice, clean apartment to stay in and to enjoy some time exploring the City.",C
5474711,"Guadalupe's flat is situated in a very lively neighborhood. The streets are filled with bars and fantastic restaurants to eat out. The place is neat and very clean and nothing is missing. 
",C
7342387,"Esther’s place was clean and much more spacious than I expected. The shower had plenty of hot water and good pressure, and the washer worked well. The apartment can get a bit hot in the summer, but opening the windows makes it very comfortable. You have to climb four flights of stairs, so be aware if you have mobility issues. Overall, great location and very responsive host. I wouldn’t hesitate to stay again!",A
19195750,It’s a nice quiet place in residential Parisian building. Looks just as great as in photos and is a must take place for anyone looking for something authentic.,C
12816149,"Awesome stay, the flat is in a perfect location and the host has been incredibly welcoming. Highly recommended!",B
9071245,Great apartment very practical,C
20893377,"Renata was very responsive in our exchanges.On this sunny weekend in February, we took advantage of a very comfortable apartment for 2 people and with a magnificent view of all of Paris.Note, you will find everything nearby: supermarket, pizzas, pharmacy, bakery, butcher's house etc ...",B
21907865,"We enjoyed our stay in this apartment of the pleasant Batignolles district.The apartment is of good size for 2 people.It is very well equipped with quality devices.The bed is comfortable (but not the pillows).The bathroom is very good, most likely recently renovated.The kitchen is also correct.When the living room and the bedroom have been refreshed, this apartment will be very, very good.",A
5253795,We had a nice staying at Gaelle's flat. The studio is perfect for a couple who wants to visit the city. Just few minutes from bus stop and metro. We actually used the kitchen only for breakfast but it has anything we may need. Wifi works perfectly. Surely recommended!,B
22289904,We had a very good stay.,C
12299394,"A highly recommended experience !!The apartment was in a very central area, quiet and very well connected.The flat was very nice, cozy and clean.Lore was a great hostess, he gave us very clear instructions on how to get and was very friendly throughout the rental process.I certainly recommend it very much !!",B
21887641,"Apartment with a stay and a bedroom.
The kitchen is well equipped.It is a quiet apartment on the 4th floor without elevator",C
16371887,Everytring was just perfect.,C
13012486,"Great location and great price. One of the nights we stayed the temperature was very high. AC is not advertised, but we overlooked it. Definitely something to consider. ",B
16371887,"It was a pleasure staying at Manon’s apartment! Great central location in the happening 11th arrondissement, quiet, clean, good light overlooking a garden, with plants blooming in the springtime. I would definitely recommend her place!",A
14825430,The apartment is really central and nice. The communication with Jeremié was perfect. The surrounding is great. We would come back! Thank you Jeremié!,B
11595640,"Excellent city apartment in a vibrant and busy area (within reach of tourist spots but far away enough for an authentic Paris experience). Very clean and easy to find, good directions from host and right next to a metro station. Enjoyed browsing Nicolas' vast book and music collection.
Very little noise from the street (but being an apartment in the city you do get some noise from neighbours). Be quick with the shower as hot water runs out fast - apparently common in Paris apartments!
Overall an excellent stay!",A
32562455,"Overall a nice place to stay, not far from the metro station and enough decent places around where you can have some good meals.
My main complaint was the cleanliness of the flat and a strong smell of cigarettes the very moment you enter the flat.",B
25766867,"Great location! Appartment is large in Paris standards, especially for being in the 16e at this price! Hannah is quick to respond, sweet and accomodating. Great stay overall.",B
21073004,really cute apartment right by the metro!,C
38532527,"Very pretty apparently, nice for weekends!",C
19257906,We really enjoyed our stay here! Once you leave the apartment entrance you are in the heart of the city. There are so many great restaurants close by. We loved that it was super quiet in the apartment but also right in the middle of everything! We were able to walk so many places. The communication was great. You do have to walk up three floors but the stairs are super wide and it was easy to carry luggage up. I loved that the host met us at the property to show us around. We will definitely stay here again on our next visit to Paris.,A
10374434,"Camille is very easily reachable and very accommodating.
The apartment is very nice, comfortable and well equipped.",C
18699120,"Overall wonderful stay! Cute studio with modest furnishings located close to many bakeries and cafes, walking distance to Notre Dame, and public transit close-by. 
One warning is that there is a gym or school nearby so in the mornings you can hear children playing if you have the windows open like we did for fresh air. Also the shower door was rather hard to get out of, but both of these are minor things for an otherwise great apartment. 
The bed was very comfortable (esp after walking all day!) and the apartment building was beautful and safe. 
Would definitely recommend for solo or couple traveling!",A
1549177,"Julien’s apartment is so stylish and comfortable. It was a dream visit for me. I was so happy to be able to cook and chill out, and I had no trouble making connections around Paris, from the airport and to the Eurostar at Gare du Nord. Airbnb has really elevated the quality of travel.",B
21322539,Really nice apartment for a very affordable price.Communication with Louise was very fluid.I recommend !,B
23594695,"Perfect combination: Wonderful host, location and home. We couldn't have asked for a better place to spend 5 days in Paris. Highly recommend!",B
25880053,"everything was better then expected,  great tips, lovely place and all things you hope to find were in the apartment.",C
32036894,Had a lovely stay here.,C
20672669,Nice appartment for a weekend in Paris. Marie is very helpful and responds quick to messages.,C
26031280,Well situated and stylish apartment in the very interesting Belleville neighbourhood. Loved having the well-equipped kitchen when catering on Christmas Day!,B
12509318,"Superb apartment, comfortable, very quiet and spacious and where you feel at home.In addition, Rémi is a very accommodating and available host.Excellent stay.",C
31705844,"Very comfortable
Very well placed",C
29821770,"Fantastic location, proximal to many things within walking and multiple metros easily accessible. The flat itself is exactly as in the photos, very comfortable as a solo travel but would also work well for two imo. So quiet, as I was working remotely for several days, it was no problem at all even with the Barbie event happening down the block. The kitchen was great, had everything I needed for some easy, quick meals. Very bright and peaceful flat. Check in and check out were also effortless, very responsive host. I would absolutely stay here again.",A
16848231,"Great Location, right next to Riquet Metro station. We would definitely stay here again. Thanks for everything Caroline.",B
21726168,"It's fashionable, but it's hard to stay in terms of life. The key of the dad was so hard that I couldn't open it.",B
29098411,"We enjoyed staying here. The place was clean, walking distance to metro and buses, surrounded with restaurants and grocery stores. Also easy to get to Montmartre.",B
1507475,"Really nice apartment, quiet.Top shower, good bedding, well appointed kitchen ... I felt at home.I'll be back!",B
24977084,"Very lovely flat located in a nice and quiet area, well connected to the city center and to the Tour Eiffel. The flat was clean and had all I required to stay there for one month. The living room includes a comfy sofa-bed, and even though the living room is a bit small it is comfortable enough to have dinner or watch a movie. The kitchen is complete: big fridge, freezer, oven, microwave, stove and dishwasher. Toilet and bathroom are good enough, and the bedroom is very quiet as the window doesn’t face the street. A small thing to improve: wifi connectivity is good in the living room but poor in the bedroom, a different router or a signal extender might help.",B
21156159,Clean accommodation and well located a stone's throw from the Belleville metro.,C
180950,"This apartment had everything we needed, but it was incredibly small. The kitchen, eating area and bed are all in one small room and then the bathroom is separated by a door. You don't quite get the idea of that from the online pictures. Also the window overlooks a 4x4 mini courtyard surrounded by concrete walls. If you're into being out in Paris all day then this would be fine for your travels. But if you have kids and/or a lot of stuff you'll be a bit crunched. Location wise this was walking distance from everything and fairly close to a metro stop. The host Dominique was very nice and helpful!",A
1749935,I had an amazing stay in Paris despite the dreary weather. This is a great apartment located in one of the best areas in Paris. So many great bars/venues and restaurants nearby. The apartment has everything you need.,B
2039764,"Our stay near Bastille was excellent. A great location with some nice cafes and restaurants nearby. The apartment was spotless, comfortable and had great character. Emmanuelle was very helpful in helping us prepare for our stay and met us with the keys on our arrival. We had a great weekend and hopefully will come and stay again. ",B
30755672,"❤️ A cozy place - 9 minutes walk from Montmartre - full of beautiful books, in a typical and silent building in front of a neo -Gothic church of 1800, on the right part of the city to reach the flea market and take long romantic walks",B
19719617,The apartment is close to the metro.The street is quiet.But marginal personalities are found.There is always no light in the entrance.It is not nice to return in the evening.The store nearby closes at 20.00.It was dirty.,B
3316596,"Very friendly welcome from Malik and a well appointed, very pleasant apartment located in a lively street very close to La Villette.",B
8561459,"Good communication with Terencio
The apartment is clean, quiet area close to the metro",C
14825430,"Jeremie's apartment is very nice, clean, bright and close by metro  and Monmartr, Mulen Rug and cafes. Jeremie always was helpful, friendly and all was ok!!!))))",B
33136874,"The stay in this apartment was perfect. Bus and metro stations are near, apartment is provided with all necessary facilities and owner reply very fast if you are in a trouble.",B
