listing_id,author_id,author_first_name,review,created_at,rating
16371887,9443097,Miho,This is my second time to stay here so it says enough how much I like Manon’s place!,2019-11-06T13:39:50Z,5
16371887,7846458,Claire,"Had a wonderful 10 nights stay at Manon’s quiet and delightful place located in a perfect area. Really loved the garden view! The apartment is well equipped and spotlessly clean. 
Although I did not get the chance to meet Manon, I have to say that she’s an amazing host, communication was perfect. 
Couldn’t wish for a better stay in Paris- highly recommended!",2019-06-26T11:17:43Z,5
16371887,9443097,Miho,Manon is really a wonderful host and her place is just perfect!,2019-06-07T11:47:57Z,5
16371887,31282314,Ligia,"Manon' s place is amazing! We really fell in love with it!
It has everything you need and IT IS exactly like the photos. And still when we arrived we were positively surprised. It is full of light and the view to a small intenal garden is really soothing....
We (unfortunetely) didn't get to know Manon in person but she was always available to answer our queries. Check-in / Check-out was as smooth as it gets.
The shower and bed are great and the apartment is quiet at nights - that is ultra important when you are literally walking around Paris all day and need a place to relax and rest.
Her apartment is situated in a great neighborhood, close to 2 subway stations less than 5 minutes walking, supermarkets, boulangeries and cute little restaurants.
We would definitely recommend her place over, and over, and over again... :)",2018-05-15T12:09:25Z,5
16371887,13475213,Sidney,"We absolutely loved our stay at Manon's place! We were in Paris for New Years Eve and we were so happy with our decision to stay here. The apartment is a very close walk to the metro, which was super convenient for us and made it easy to get around, but also far enough away from the crowds and busy part of the city. The area was quiet and calm but had everything we needed (supermarkets, restaurants) and was right around the corner from Le Marais. The apartment itself had everything we needed! The kitchen was nice and modern, cute living room and a nice sized bedroom and bathroom. It was very clean and modern. The only slightest issues we had were trying to figure out the wi-fi and heater when we first arrived, but Manon responded to our email within minutes and was very helpful. We loved our stay here and would absolutely recommend it!",2018-01-02T13:56:07Z,5
16371887,42982524,Guido,"Great apartment. Spatious, comfortable, well-lit, quiet and with a fully equipped kitchen. Very convenient location by Le Marais, well-connected through 3  different subway stations that are less than a block away and also steps away from a supermarket. The host was very attentive and waited for us in the apartment until past midnight so we could check in after a late flight. Would definitely recommend it.",2017-10-08T12:42:45Z,5
16371887,151231214,Annie,Great location,2017-09-29T12:59:10Z,5
16371887,149374997,Christian,"Super apartment in a great area.
The host, Manon is very nice and easy to communicate with.
I wholeheartedly recommend this for a Paris vacation.",2017-09-23T12:49:38Z,5
23726864,32729772,Bénédicte,Super bien placé et Marine est très accueillante -indirectement -dans son appartement !,2018-10-11T14:46:40Z,5
23726864,62258577,Séverine,"Très bien situé, petit lieu charmant et plein d’attention. Prendre en compte la mezzanine, super agréable et jolie, mais il faut pouvoir y grimper. J’y retournerai pour ma part avec plaisir.",2018-04-08T11:57:08Z,5
33106514,125682980,Susanne,"Lovely apartment, very clean and quiet in a nice neighborhood. Delphine is the perfect host and her house feels like home in Paris! Highly recommended!",2021-10-12T13:46:47Z,5
33106514,125682980,Susanne,Beautiful apartment in a lovely neighborhood with plenty of bars and restaurants and easy access to main transport lines! Loved staying here!,2019-06-28T14:48:43Z,5
33106514,46839705,Silvia,Delphine was really sweet and careful. The house is beyond clean and confortable. The location is perfect as is near by everything in the center.,2019-05-01T14:54:49Z,5
33106514,125682980,Susanne,"I loved my stay here! The apartment is super clean, beautifully decorated and has all amenities for a city trip or long stay. It is located near metro stations, restaurants, bars and some of the main sights of Paris but not noisy at all! I can highly recommend staying here!",2019-03-30T15:52:51Z,5
33106514,13785284,Charles,Petit appartement confortable dans un bel immeuble 18ème.,2019-10-16T14:42:03Z,5
35180577,3289020,Jessica,"Sophie est une hôte charmante et disponible. Elle s’est montré à notre écoute et nous a communiqué d’excellentes adresses dans le quartier. L’appartement tout neuf dans un très Bel immeuble est bien agence. Dans une rue calme et à 2 pas de toutes les commodites. Un petit Havre de paix dans le 10eme, ce quartier riche en mixité et sympathique. Nous avons passé un agréable moment chez Sophie.",2019-06-23T11:32:29Z,5
35180577,1100737,Loris,"Appartement très agréable, propre et situé dans un quartier plein de charme. 
La communication avec notre hôte a été simple et rapide. 
Je recommande",2019-06-09T14:13:44Z,5
19982685,5149325,David,"C'est la seconde fois que je loge chez Pepa. Tout s'est très bien passé de nouveau, tout est très simple et la communication très rapide!
Je recommande grandement!",2017-12-15T13:29:13Z,5
19982685,5149325,David,"Je suis venu à Paris pour des raisons professionnelles et ai logé dans l'appartement de Pepa.
J'y ai passé un très bon séjour. La vue depuis l'appart est magnifique, de nuit comme de jour, un luxe!

L'appart était propre et agréable. 
La gestion des clés par un concierge est idéale!

Je recommande vivement cet appartement, et n'hésiterai pas à regarder cet appart en priorité pour un prochain retour à Paris.",2017-09-30T14:41:54Z,5
19982685,62254355,元元,房间可以看见美丽的巴黎全景，视野非常好，Pepa特别好，给我们留下了许多好吃的，非常感谢她，推荐入住这里,2017-08-15T14:01:50Z,5
3632090,73816534,Thomas,"Je remercie Maximilien et son amie pour nous avoir louer ce magnifique appartement ! Il est parfaitement conforme à sa description !
Ajoutez à cela, des hôtes très arrangeant au niveau des horaires. Je n'ai rien à dire si ce n'est merci.",2016-06-05T10:24:58Z,5
6834461,4108427,Yichi,"Very nice apartment, close to many chic restaurants and groceries. 10 mins walk to Printemps and Lafayette if you want shopping. The closest tube station is just 3 mins away. Highly recommend! ",2015-07-22T15:37:19Z,5
8322943,27379154,Elizabeth,"Ellie was really easy to deal with, very sweet and considerate. Her place was very clean and tidy, quiet, and located centrally in Montmartre.",2015-11-15T17:14:44Z,5
27304845,402091312,Setareh,"Great Location! Super close to the metro/ bus stations and is very safe. It can just get very hot in the summer with no AC, but otherwise my friend and I had an amazing stay.",2022-08-14T14:43:35Z,5
27304845,261468656,Alexis,"Adorable studio apartment, good location, great patisserie just around the corner, monoprix just down the road. There’s also a street market on a couple days of the week, literally outside the front door of the apartment complex. Walking distance to the Eiffel Tower (just over 20 minutes) and metro stations all over to get everywhere else. 
 We loved our stay, and would definitely stay here again. 
 Just be prepared for the stairs, it’s a 4th/5th floor walk up. (Which I believe is noted, and was fine for us.  If you have difficulty with lots of stairs, you’ll need to look elsewhere)

 🖤",2019-09-25T12:57:45Z,5
27304845,118657221,Jaspar,"We had a great stay in Paris. It is a cozy, little flat, located near cafes and shops. The area is not too touristy. The flat is clean and equipped with everything you need for a short stay.",2022-09-27T12:01:10Z,5
27304845,270338153,Ryan,"Great place in the center of Paris. Only one adjustment, the location is actually 153 Rue St Charles. Oh and note that it doesnt have wifi and its up 4 flights of stairs (but manageable). But other than those, the place is great and Christine is nice and responds fairly quickly. Perfect place to base in Paris",2022-08-28T11:53:40Z,4
27304845,269849319,Lisa,We enjoyed our stay at Christine's apartment a lot! It is really comfortable. There is a supermarket & a bakery right next door and the metro is nearby as well. Christine is very friendly and answered our mails quickly! Highly recommendable!,2019-09-11T13:44:01Z,5
27304845,247587331,Tom,This flat is very nice. All the comforts you would need for a base for your sightseeing in Paris. It is small but that is the norm in Paris at this very affordable price.,2019-09-01T12:54:29Z,5
27304845,111147968,Lidia,Muy buena,2022-09-30T14:00:56Z,5
27304845,6247969,Guillaume,"Petit studio fonctionnel et très agréable au calme, Christine donne toutes les infos nécessaires à votre séjour",2022-09-23T11:35:06Z,5
27304845,470628482,Benedetta,L’appartamento si trova in un quartiere tranquilla e la sua posizione é ottima per visitare Parigi. Christine é stata molto disponibile! Ve lo consiglio!,2022-09-16T12:30:54Z,5
27304845,412738363,Erika,"Ubytovaní skvěle, vše pobliž centra. Můžu jen doporučit",2022-09-11T13:34:09Z,5
27304845,30135227,Cathy,"Très joli petit appartement au calme. Confortable et agréable 
pas de WiFi et pas de tv",2022-09-09T12:20:47Z,5
27304845,176315264,Trang,Cristine est une hôte incroyablement douce et gentille.  Elle nous a beaucoup aidé pendant notre séjour là-bas.,2022-08-02T12:49:21Z,5
27304845,209296932,Wagner,"Apartamento muito bem localizado, 15 minutos a pé da torre Eiffel, próximo a estações de metrô. Muito limpo e agradável!",2019-09-30T13:33:56Z,5
27304845,35883598,Eric,Christine est très bien organisée et le logement est très calme. Un emplacement parfait. Je recommande ce studio et Christine.,2019-09-18T13:42:25Z,5
27304845,264609430,Clymene,"Ótima localização, 20 min da torre, e próximo à estação de metrô! Rua com varios restaurantes, lojas e supermercados! Christine muito atenciosa e nos deu varias dicas! Eu recomendo!",2019-09-17T12:15:18Z,5
27304845,54597252,Isabelle,Très bon contact. L'appartement est impeccable et à 10mn à pied du métro Javel. La Tour Eiffel est également proche.,2019-09-04T13:10:58Z,5
27304845,68824758,Bénédicte,Studio parfaitement situé et très sécure du fait de sa situation géographique car on traverse 2 cours pour y accéder. Hôte très disponible et possibilité de flexibilité sur les horaires d'arrivée et de départ qd cela est possible.,2019-08-08T13:14:54Z,5
27304845,227850691,Lucie,"Studio très bien situé, au calme avec différents commerces.",2019-07-31T11:11:03Z,5
34458221,44719502,Ellen,"The flat is exactly how it looks in the pictures, super clean and cosy and has everything you would need for a comfortable stay. Antoine and Pauline are extremely responsive if you have any issues and reply within minutes to messages. The area is really good if you want to stay out of the really busy tourist areas and there are nice parks nearby for walks, as well as plenty of amenities.
Would definitely stay again - Thanks guys!",2019-10-27T15:16:48Z,5
34458221,247742761,Jean-Philippe,"Notre séjour était parfait !! votre logement est très agréable et chaleureux, il dispose de tous le confort et même plus. Le système de coffre en libre accès pour récupérer et déposer les clefs est super pratique. Un grand merci pour votre accueil, nous remettrons ça dès que possible :) 
Jean-Philippe et Lili",2019-06-09T12:52:54Z,5
34458221,23811959,Alexia,"Super séjour chez Pauline et Antoine!!! Très bel appartement bien décoré, équipé, le tout au calme! Tout était fait pour que ça soit simple pour nous! Je recommande !",2019-06-02T14:17:12Z,5
34458221,104507549,Julie,Appartement au top! Propre et soigné! Superbe décoration. On s’y sent comme chez soi. Localisation parfaite nous le recommandons vivement.,2019-05-26T14:32:51Z,5
10418866,33998540,Catherine,"Lucas est un hôte très accueillant avec de jolies attentions et suggestions. L'appartement est très bien conçu, très clair, donnant sur une jolie petite cour arborée et silencieuse, d'autant plus appréciable que le quartier est très animé avec de nombreux  cafés et bistrots sympathiques. 
L'adresse est idéalement située tant pour le tourisme que le shopping. 
Je recommande absolument !",2016-04-23T01:29:45Z,5
38356949,2448800,Christine,"This was my second time staying here, I absolutely love Tissem’s cozy perfect apartment and the neighborhood that surrounds it.",2020-01-17T13:16:03Z,5
38356949,2448800,Christine,"Tissem’s apartment is warm and lovely and has a very calm energy. I had a very relaxing stay here and would recommend it to anyone looking for a quiet place in a beautiful neighborhood. The area is wonderful because it isn’t crowded, and has everything you could possibly need. A very quick metro ride on line 11 will bring you to Republique and other major areas in Paris if that’s what you’re looking for. The bed is comfortable, the decor is cool, and there aren’t too many stairs to climb to reach the apartment, all in all it’s perfect and highly recommended!",2019-10-07T13:19:15Z,5
21364985,21452113,Julia,"We had a very pleasant stay at Hania's place. It's close to the Metro, which is great for exploring the city, but one can also get around by foot pretty easily. Though we didn't meet her in person, our communication over AirBNB was nice and her neighbour and a friend of hers took care of the keys. Hania also offered us a rather late checkout time in the afternoon, which was really convenient for us. All in all, we're really happy with our choice.",2017-11-06T12:57:14Z,5
3630731,5507325,Michael,"What a perfect week at Alexandre's amazing apartment! Alexandre met us at his apartment, toured us around, and gave us helpful suggestions regarding the neighborhood. He even followed up with us during the week to make sure everything was going well. The apartment was even more lovely in person than in the pictures. The living room skylight - amazing. The architecture and furnishings were perfect! Everything was in working order: the kitchen just right, the bathroom large and luxurious(think spa-like), the balcony a treat to sit on and watch the neighborhood in action. Street noise in the apartment - not an issue. And the black out shutters assured a great evening's sleep. For us, we were in the perfect location. Local cafes and bistros, markets, patisseries, and walking distance to just about everything. The Quatre de Septembre metro station literally outside the front door. What else to say? I hope to visit Paris with Alexandre's apartment as home base in the very near future! ",2015-10-08T14:27:36Z,5
3630731,5430539,Charles,"I have stayed at my fair share of airbnbs in Paris over the years, and Alex's apartment next to the Opera was by far the most enjoyable. On the top floor of a beautiful building with an elevator, the apartment has been fully renovated to expose the ancient structural rafters and add depth to the rooms. The charm is palpable.  There are multiple skylights and windows everywhere that bring lots of natural light into the apartment, not to mention the balcony that extends the full length of the apartment where you can get direct sunlight all morning. The apartment is very spacious, as listed in the description, and the bathroom is amazing with the largest shower I've seen in Paris. Alex keeps the apartment super clean so not recommended for messy people. Otherwise do not hesitate you will have an amazing stay. The closest metro (4 Septembre) is literally 20 steps from the entrance.",2015-05-30T13:41:10Z,5
3630731,3715072,Zsofia,"Alex was a great host, made me feel very much at home. The apartment looks even better than on the pictures, I loved all the little details. It is a very spacious, very clean and altogether a super charming place in the heart of the city. Everything is just steps away: great restaurants, shops, sights, taxis. I would definitely like to go back to this apartment, I had a wonderful time.",2015-01-18T12:23:00Z,5
3630731,526538,Simon,We had an absolutely fantastic stay. The apartment was fantastic. Exactly like the photos. Very spacious. Easy access with elevator. Great views from balcony. Shower and bathroom spacious and plenty of hot water and good pressure. Plus Wifi. Amazing!,2015-01-02T14:11:28Z,5
3630731,6101339,Lana & Fawad,The place is amazingly located and even better looking than on the online profile. Highly recommended.,2014-12-26T12:37:23Z,5
6542518,4995359,Gerald,"Lucie's apartment is in a most interesting part of Paris - lots of young people, cafes, markets and places to walk.  An area we always choose to stay in.  The apartment has an up-to-date, modern kitchen and bathroom and they were both immaculately clean.  We stayed a month and were very comfortable there.  There was a huge amount of storage and a lot of clean linens and towels.  Lucie made us very welcome.",2023-10-15T12:01:18Z,5
6542518,42047853,Anthony,Appartement très cosy et plein de charme. Entièrement rénové avec goût. Idéal pour un week end en amoureux.,2018-01-21T14:21:00Z,5
9530275,210058951,Michaela,"Great location, cozy space. However, host was uncommunicative about several issues that arose - no bath towels, etc.",2021-07-10T12:16:28Z,3
9530275,308867689,Maddie,"The place is absolutely adorable and is in a great area! Definitely a special place, would highly recommend a stay :)",2020-01-30T13:17:59Z,5
9530275,140789829,Marie-Lia,"Perfect location in the heart of Paris. Many restaurants, cafés and shops nearby giving the great vibe of the city. Jane was really responsive and the flat is very cute and clean! The balcony is a plus !
Only thing to keep in mind: it's on the last floor and there is no lift.",2021-06-27T14:26:39Z,5
9530275,319800616,Yanzhi,Such a nice place to stay.,2019-12-26T15:29:51Z,5
9530275,15804714,Clara,"L’appartement est bien situé, au calme et le petit  balcon très agréable. En revanche, l’agencement de l’appartement est très différent des photos et encombré, la propreté laisse à désirer.",2021-06-18T14:05:40Z,3
9530275,295332229,阿漠,房东真的很好呀，去的时候有很多问题问她，她都回答的很快呀，所以入住还挺顺利的。房子位置真的很好呀，走路到卢浮宫就10分钟，不到10分钟就能到蓬皮杜中心，从CDG机场坐RER B可以坐到这里走10分钟就到了，就是如果行李很多的话爬楼梯真的挺累的，我们每人就一个背包所以感觉就还行，附近很多吃的，还有超市，买东西真的很方便。主要问题就是热水不够用啊，我们两个人洗，其中一个人容易洗不完。,2020-01-24T07:39:32Z,5
15460547,98040577,Agnes,"The Appartment was very clean and easy to find. The Florence and Johan answered very fast everytime we had a question, the communication was very easy. The flat was small but still very comfortable and the cat/dog Charlie is really a good Guy, we liked him a lot. 
All in all a very positive experience :) ",2017-01-01T09:22:23Z,5
15460547,12865688,Yann,"Charmant petit studio bien placé, propre, bon rapport qualité prix avec un chat adorable. Je recommande!",2016-11-13T10:51:22Z,5
15460547,51632139,Loïck,"Appartement très agréable, très propre. Les hôtes sont sympas et disponibles, et charlie, le chat, est très mignon.",2016-11-06T09:38:20Z,5
15460547,30652452,François,"Florence est une hôte vraiment aux petits soins.
Malgré une réservation de dernière minute, elle et son ami ont tout réglé pour que notre séjour se passe au mieux.
Toujours très dispo.
Merci de nous avoir permis de passer un super week-end sur Paris.
Et bonjour à Charlie ;)",2016-10-17T07:05:09Z,5
27562945,62293546,Violetta,"We had a lovely time in Paris, especially thanks to this great apartment and warm hospitality of Mathilde and Emmanuel. The flat is super chic, very cosy, clean and equipped with everything you need. The location and neighborhood are super good, don’t miss the exceptionally good bakery right at the corner!",2019-01-22T15:40:18Z,5
27562945,3309174,Jenni,"I absolutely loved my stay here! The apartment is super cute, and really feels like a home - so many stylish little touches. Everything was sparkling clean, and the towels and amenities were beautifully laid out when I arrived. It's in a great location, just a couple of minutes from Republique and all the metro lines, and easy walking distance from the Marais. Lots of supermarkets and cute cafes nearby. The apartment itself is dead quiet, which I loved as it meant I always got a great night's sleep (the bed is really comfy, too). I never wanted to leave!",2018-08-31T12:51:01Z,5
27562945,4243281,Sylvain,"Joli appartement au calme idéalement situé à deux pas de la place de la République et du Canal Saint Martin.
Malthide est réactive. L'arrivée comme le départ furent simple.
Je recommande vivement.",2019-01-26T12:13:00Z,5
30973467,138991863,Peter,"This place is lovely and conveniently located in the 16th, such a beautiful and lively neighborhood. We feel very fortunate to experience the city like this!",2020-01-05T12:13:41Z,5
30973467,189260231,Kathryn,Located in a very nice neighborhood with cafes/supermarket/public transportation nearby. Has a nice balcony to sit- the host is very nice and allowed us to check in and have the place early! Great place to stay in Paris,2019-04-28T14:12:13Z,5
30973467,205246877,李子亨,非常非常棒的房间,2019-04-21T11:19:51Z,5
30973467,108175486,Yinhua,bon accueil très sympathique,2019-01-07T14:17:00Z,5
30973467,59132111,Mickael,"Laëtitia est une hôte prévenante, son appart est très bien situé, clair et accueillant, top.",2019-01-03T12:30:32Z,5
35228784,166440896,Chady,"Really nice apartment with a cool design that had everything we needed. Located in a nice neighborhood and close to the metro and other key spots.
Stéphanie was very reactive and helpful whenever we needed anything.",2019-08-26T11:59:54Z,5
35228784,52433144,Daniel,"Amazing apartment with a good price close to the main attractions of Montmartre! The apartment is very well maintained and furnished, I really felt home!",2019-08-15T14:26:09Z,5
35228784,76326040,Charlotte,"Stephanie was super nice and responded almost immediately. She gave me an entire list of different things to do/places to eat in the area, which was super helpful, because I was there for work and did not have much time to get to know the area on my own. 
The bed is super comfy and the two big windows make the place very bright. Stephanie added lots of sweet little touches like different plants and books, which made it feel really like a home. Will definitely try to come again!",2019-07-24T12:33:05Z,5
35228784,119833230,Nate,This was a very nice spot to stay,2019-06-13T12:08:26Z,5
35228784,124589406,Fabienne,"L'appartement est cisy, lumineux et calme",2019-06-10T14:43:32Z,5
4956549,46176593,Carolyn,"Great location; great host. As other reviews have pointed out, apartment is near  Villiers metro station (a couple of blocks away) and rue du Levi, an open air food market. Traditional flat in comfortable shape. Pierre met us himself at the flat, showed us how various items worked, was there to answer any questions. An intelligent and caring host. Highly recommend.",2017-11-14T15:29:24Z,5
4956549,148445478,Ana,"This was my first time using Airbnb and I could not have asked for a better place! Location was ideal with a street market down the road where we’d grab breakfast every day. Pierre was a wonderful host who greeted us with a clean flat, map of Paris, fast WiFi, and television. Flat is very spacious for 4 people. He also provided us with towels and allowed us to use any of his appliances. Building had an elevator as well.",2017-10-07T13:07:07Z,5
4956549,116737271,Yuliya,"The apartment is very cozy, the place is wonderful not only for the sightseeing, but for living. The apartment has wonderful position in the city, it's easy and fast to go everywhere. There is an elevator that is such rare to find in Paris. The district is very safe and pleasantly quiet. And the most important: the host! Pierre is very welcomming as well as helping, he really cares about his guests. He was available every day any time. The apartment has all the nessecaries: from the furniture to small things such as towels and soap. Thanks, Pierre!",2017-08-09T17:17:47Z,5
4956549,7125815,Sylvie,"Pierre is a fantastic host with extra flexible check in and check out time.
He is vey easy to communicate with and is very helpful in all regards (even helping carrying luggages).
The place itself is great with all amenities on site and even more so: Pierre has offered a fridge full of items including wine.",2019-06-01T14:23:40Z,5
4956549,51957879,Alex,"Clean and bright 1 bedroom apartment with a very considerate host.  Close to the Metro and one block from a market-like street with everything you we needed (groceries, pharmacies, etc) for more than a week’s stay.  Pierre provided a folding bed for our two year old, which was an amazing help.  Very clean. 
One down-side is that the walls are thin and you hear the neighbours a bit but that’s the nature of an building on this age and I’m sure they heard and tolerated our toddler more than we heard them. 
We would certainly stay here again. ",2018-06-20T12:19:52Z,5
4956549,24656327,Benjamin,"Pierre was very welcoming and helpful, great communication. We travelled with a 2 year old and he helped us source a couple of toddler items. The apartment is fantastic, spacious and cool when it's hot outside. The location is ideal, close to parks and a short walk to the metro with a lively market street on the way. We'd definitely stay here again next time we are in Paris.",2016-07-23T11:08:48Z,5
4956549,494164,Magdalena,The best place in Paris:) ,2015-09-10T14:08:52Z,5
4956549,12629825,Irina,Such an amazing apartment! So much bigger than expected. Was perfect for my parents and myself with a 1.7 year-old boy. Would recommend and definitely stay again. We loved the location two - walking distance to 3 great parks.,2015-07-29T15:05:58Z,5
4956549,9104301,Lini,"We had a great time in Pierre's flat. Pierre is a great and responsible host. He explained all the thing clearly. The flat is very spacious and comfortable. Nearby the market and metro station, it couldn't be better! We would highly recommend this flat!",2015-07-17T11:24:36Z,5
4956549,21909330,Antoine,J ai passé un très bon séjour dans ce bel appartement situé tout de près d une rue commerçante. Pierre a été très accueillant et flexible. Je recommande ce Airbnb.,2018-09-22T14:24:23Z,5
4956549,18604644,Alexis,Super accueil pour un super séjour en plein cœur des Batignolles ! Je recommande vivement !,2019-06-06T12:19:47Z,5
4956549,214425600,Audrey Et Julien,Nous sommes ravis de notre séjour chez Pierre l’appartement est très bien situé et spacieux,2019-04-19T11:07:56Z,5
4956549,179613368,Beatrice,"Nous avons passé un très agréable séjour : Pierre nous a très bien reçus, l’appartement est plein de charme, confortable, et parfaitement adapté pour 4, le quartier est vraiment sympa.
Je recommande!",2018-04-11T14:30:16Z,5
4956549,33026232,Edwige,"Nous avons beaucoup apprecie l'accueil chaleureux que Pierre nous a reserve, ainsi que sa discretion. L'appartement est decore avec gout, les lits sont tres comfortables, livres et systeme audio Bose apportent une touche personnelle qui font de cet endroit un 'home away from home' ideal. Localisation pres de la rue de Levis tres pratique. Merci Pierre!",2018-04-02T11:14:38Z,5
4956549,43342267,Paul,"Vous pouvez réserver ce logement les yeux fermés...
Ouvrez les seulement pour découvrir ce très bel appartement, et le quartier plein de charme, à pieds ou en transports.
Le logement est spacieux, il ne manque rien. 
Pierre s'est montré disponible.
Je recommande.
",2016-06-20T03:29:11Z,4
4956549,12136587,Barbara,"Il soggiorno nell'appartamento di Pierre è stato decisamente piacevole, lo spazio per tre persone è ampio ed accogliente, estremamente comodo sia a livello di allestimento sia come ubicazione.
Ritengo questo quartiere l'esempio meno banale e più tangibile della vera vita parigina. Pierre ci ha accolti con estrema gentilezza e disponibilità. 
Da ripetere assolutamente!",2016-04-01T13:26:57Z,5
4956549,45569060,Laetitia,"L appartement est conforme à la description, il est très spacieux pour 4, clair et agréable. la rue est calme proche d une rue avec tout commerce. A refaire sans hésitation. ",2015-10-26T20:17:58Z,4
4956549,8789012,Kamil,"dziękujemy za rezerwację i pobyt, wszystko przebiegło sprawnie i bez żadnych problemów. Mieszkanie odpowiadało opisowi, jest bardzo dobrze zlokalizowane, blisko stacja metra. ",2015-09-18T15:02:11Z,5
4956549,36052405,Sophie,"L'appartement de Pierre est spacieux, agréable, calme, propre et ...Frais par temps de canicule parisienne, central et bien desservi pour arpenter la capitale avec des ados.Séjour bien agréable à renouveler.
Merci Pierre.

",2015-07-03T14:01:13Z,5
4956549,23308330,Olivier,"Pierre est très agréable et arrangeant. Son appartement est très fonctionnel et très propre.
Le quartier est animé mais la rue dans lequel est l'appartement est très calme.
J'ai vécu un séjour très agréable, je reviendrais volontiers.
",2015-06-20T14:53:25Z,4
6468937,88214081,Luise,Stephen had some great maps for us to use. We are very greatful to have been able to stay in such a beautiful area of Paris. Fresh croissants close by and a very short walk to the metro. Merci Stephen!,2016-10-16T08:20:53Z,5
